CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/23/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,06/23/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/23/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,06/23/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/23/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,06/23/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/09/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,16,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/09/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,16,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/09/2011,Violations were cited in the following area(s).,99B,Other general violation.,Not Critical,16,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363744,SONNY'S HEROS,BROOKLYN,1031,EAST   92 STREET,11236,7184859810,American ,02/05/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,02/05/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363744,SONNY'S HEROS,BROOKLYN,1031,EAST   92 STREET,11236,7184859810,American ,01/29/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,3,A,01/29/2013,01/29/2015,Cycle Inspection / Initial Inspection
40363744,SONNY'S HEROS,BROOKLYN,1031,EAST   92 STREET,11236,7184859810,American ,12/08/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,12/08/2011,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363744,SONNY'S HEROS,BROOKLYN,1031,EAST   92 STREET,11236,7184859810,American ,12/08/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,12/08/2011,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363834,CARVEL ICE CREAM,STATEN ISLAND,1111,HYLAN BOULEVARD,10305,7188167807,"Ice Cream, Gelato, Yogurt, Ices",04/24/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,04/24/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363834,CARVEL ICE CREAM,STATEN ISLAND,1111,HYLAN BOULEVARD,10305,7188167807,"Ice Cream, Gelato, Yogurt, Ices",04/24/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,04/24/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363834,CARVEL ICE CREAM,STATEN ISLAND,1111,HYLAN BOULEVARD,10305,7188167807,"Ice Cream, Gelato, Yogurt, Ices",04/24/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,04/24/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363834,CARVEL ICE CREAM,STATEN ISLAND,1111,HYLAN BOULEVARD,10305,7188167807,"Ice Cream, Gelato, Yogurt, Ices",02/26/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,02/26/2013,01/29/2015,Cycle Inspection / Initial Inspection
40363834,CARVEL ICE CREAM,STATEN ISLAND,1111,HYLAN BOULEVARD,10305,7188167807,"Ice Cream, Gelato, Yogurt, Ices",02/26/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,02/26/2013,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363834,CARVEL ICE CREAM,STATEN ISLAND,1111,HYLAN BOULEVARD,10305,7188167807,"Ice Cream, Gelato, Yogurt, Ices",02/02/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,02/02/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,08/29/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,01/29/2015,Trans Fat / Re-inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,04/23/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,04/23/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,04/23/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,04/23/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,04/23/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,04/23/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,04/23/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,01/29/2015,Trans Fat / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,03/26/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10,A,03/26/2013,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,03/26/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,03/26/2013,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,03/13/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,03/13/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,11/16/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13,A,11/16/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,11/16/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,11/16/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,11/16/2011,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,01/29/2015,Administrative Miscellaneous / Re-inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,10/19/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,23,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,10/19/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,10/19/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,23,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,10/19/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,10/19/2011,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,23,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363920,GOLDEN PAVILLION,BROOKLYN,976,RUTLAND ROAD,11212,7187357707,Chinese,10/19/2011,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,01/29/2015,Trans Fat / Initial Inspection,,,
40363945,DOMINO'S PIZZA,MANHATTAN,148,WEST   72 STREET,10023,2125010200,Pizza,12/08/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13,A,12/08/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40363945,DOMINO'S PIZZA,MANHATTAN,148,WEST   72 STREET,10023,2125010200,Pizza,12/08/2014,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,13,A,12/08/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40363945,DOMINO'S PIZZA,MANHATTAN,148,WEST   72 STREET,10023,2125010200,Pizza,12/08/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,12/08/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40363945,DOMINO'S PIZZA,MANHATTAN,148,WEST   72 STREET,10023,2125010200,Pizza,10/30/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,33,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
